,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
22,Data Engineer,Employer Provided Salary:$75K - $140K,"Data Engineer
Remote
ABOUT US :
The company provides specialized and competitive talent to help you build your team’s capabilities and success. Our staff have proven experience from the most competitive companies in Silicon Valley, so you know they have the experience and dedication that you can trust. For short or long-term assignments, we will take the hassle out of finding the next perfect fit for your team.
REQUIREMENTS :
Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases",-1,CODING DOJO INC.,"Long Beach, CA",-1,-1,-1,-1,-1,-1
23,Cloud Data Engineer,-1,"VXForward has a great opportunity for a Cloud Data Engineer - 100% Remote with one of our clients.

Roles and Responsibilities
Design and develop Azure solutions
Implement automated unit and integration testing
Collaborate with architecture and lead engineers to ensure consistent development practices
Participate in retrospective reviews
Participate in the estimation process for new work and releases
Collaborate with other engineers to solve and bring new perspectives to complex problems
Drive improvements in data engineering practices, procedures, and ways of working",-1,VXForward,Remote,-1,-1,-1,-1,-1,-1
24,Intelligence Data Engineer,$82K - $114K (Glassdoor est.),"Overview:
The Data Engineer is a member of the Intelligence team. The engineer will create ETL processes, develop data pipelines, conduct data analysis, create data visualizations, and help develop performance metrics in support of the customer. This work will be done as part of a team creating and supporting ViaPath's enterprise data lake from a large variety of data sources.

This remote/virtual position can be performed from anywhere in the continental US.
Responsibilities:
Develop and build data infrastructure for our customers to support data analytic needs.
Partner with internal business stakeholders to engineer batch and real-time streaming data pipelines
Partner with DBA and other developers to harness application data and design database structures to obtain best results from the data
Qualifications:",3.3,"ViaPath Technologies
3.3","Dallas, TX",1001 to 5000 Employees,1989,Company - Private,Telecommunications Services,Telecommunications,$500 million to $1 billion (USD)
25,Data Engineer,Employer Provided Salary:$70.00 Per Hour,"Job Description:
The role will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams.
The ideal candidate is an experienced data pipeline builder and data wrangler who enjoy optimizing data systems and building them from the ground up.
The Data Engineer will support our software developers, database architects, and data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. They must be self-directed and comfortable supporting the data needs of multiple teams, systems and products.
The right candidate will be excited by the prospect of optimizing or even re-designing our data architecture to support our next generation of products and data initiatives.",3.7,"Tellus solutions
3.7","Sunnyvale, CA",51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
26,Big Data Engineer,Employer Provided Salary:$50.00 - $60.00 Per Hour,"Hi,
I hope this note finds you well
I am reaching out to you regarding your career opportunity with us for “Big Data Engineer” for a “6+ Months Contract” @Phoenix, AZ
Please find the below requirement details.
Job Title: Big Data Engineer
Location: Phoenix, AZ (Onsite)
Duration: 6+ months",4.1,"VedaInfo Inc
4.1","Phoenix, AZ",201 to 500 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
27,Data Engineer,-1,"At MNTN, we've built a culture based on quality, trust, ambition, and accountability – but most importantly, we really enjoy working here. We pride ourselves on our self-service platform, originally coded by our President and CEO, and are constantly seeking to improve the user experience for our customers and scale for efficiency. Our startup spirit powers our growth mindset and supports our teammates as they build the future of ConnectedTV. We're looking for people who naturally want to do more, own more, and make an impact in their careers – and we're seeking someone to be part of our next stage of growth.
As a Senior Data Engineer on the Data team, you will help build the platform to generate, track, manage and triage key business and client success metrics. The goal is to have rapid insights across all available information to mitigate issues and identify opportunities for a smooth marketing experience.
You will:
Become the expert on the MNTN platforms, UI, data infrastructure, and data processes",3.9,"MNTN
3.9",Remote,201 to 500 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
28,Data Engineer (Contract),$77K - $111K (Glassdoor est.),"About RevOpsforce:
At RevOpsforce, our mission is to drive sustainable revenue growth for our clients by leveraging data-driven insights, technology, and process optimization. We strive to deliver measurable results that exceed expectations, while building strong partnerships with our clients and continuously improving our own capabilities. Our Expert Network is composed of the highest skilled and certified professionals in revenue operations. We leverage this network to solve our clients' most complex operational challenges.
Type: Contract
Job Description:
We are seeking a talented and experienced Data Engineer to join our growing team. As a Data Engineer at our company, you will be responsible for designing, building, and maintaining the data pipelines that power our data-driven applications. In this role, you will work closely with our data science and engineering teams to develop high-quality, efficient data pipelines that enable us to derive insights from vast amounts of data. You should be comfortable working with large volumes of structured and unstructured data, and have a strong understanding of SQL, Python, and other programming languages.",-1,RevOpsforce,"Austin, TX",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
29,Data Engineer,Employer Provided Salary:$60.00 Per Hour,"Job Description
· Create and develop optimal data pipeline which fetches data from raw and apply business transformation and load derived.
· Build the AWS Fargate components required for optimal extraction, transformation, and loading of data-to-data lake.
· Develop data pipeline setup between base and derive values based on Caterpillar specification.
· Implement quality validation rules and follow process defined by stakeholder.
· Develop business events as defined by the solution team to generate CDC events for consumption layer (Kinesis)",4.1,"Vedainfo
4.1","Peoria, IL",201 to 500 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
30,Data Engineer II,$97K - $123K (Glassdoor est.),"Our Purpose
We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a
culture of inclusion
for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.
Data Engineer II
Overview:
We are seeking a talented and motivated Data Engineer II to join Mastercard Data and Services Technical Implementation team. As a Data Engineer II, you will participate on data management aspects of client engagements to deliver Test & Learn and other D&S delivery solutions, as well as contribute to and foster a high-performance collaborative workplace.

Role:

All About You:

What is Data & Services?
Mastercard Data & Services (D&S), the professional services arm of Mastercard, provides payments-focused consultancy services to financial institutions, governments, and merchants worldwide. With unique category expertise, deep understanding of customer needs, and a successful track record in addressing complex challenges throughout the payment lifecycle, Mastercard D&S addresses clients' challenges and opportunities, enhances Mastercard's strategic and tactical performance, and establishes Mastercard as a global thought leader.

#LI-NF1
In the US, Mastercard is an inclusive Equal Employment Opportunity employer that considers applicants without regard to gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law. If you require accommodations or assistance to complete the online application process, please contact reasonable_accommodation@mastercard.com and identify the type of accommodation or assistance you are requesting. Do not include any medical or health information in this email. The Reasonable Accommodations team will respond to your email promptly.

Arlington, Virginia: $101,000 - $156,000 USD",4.3,"Mastercard
4.3","Arlington, VA",10000+ Employees,1966,Company - Public,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable
31,Sr. Data Engineer,Employer Provided Salary:$84K - $191K,"Job Summary:
The primary purpose of this role is to translate business requirements and functional specifications into logical program designs and to deliver modules, stable application systems, and Data or Platform solutions. This includes developing, configuring, or modifying complex integrated business and/or enterprise infrastructure or application solutions within various computing environments. This role facilitates the implementation and maintenance of complex business and enterprise Data or Platform solutions to ensure successful deployment of released applications.
Minimum Qualifications
Bachelor's Degree in Engineering, Computer Science, CIS, or related field (or equivalent work experience in a related field)",-1,Market Tree Research,"Carolina, WV",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
32,Data Engineer II,$97K - $123K (Glassdoor est.),"Our Purpose
We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a
culture of inclusion
for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.
Title and Summary
Data Engineer II
Overview:
We are seeking a talented and motivated Data Engineer II to join Mastercard Data and Services Technical Implementation team. As a Data Engineer II, you will participate on data management aspects of client engagements to deliver Test & Learn and other D&S delivery solutions, as well as contribute to and foster a high-performance collaborative workplace.

Role:

All About You:

What is Data & Services?
Mastercard Data & Services (D&S), the professional services arm of Mastercard, provides payments-focused consultancy services to financial institutions, governments, and merchants worldwide. With unique category expertise, deep understanding of customer needs, and a successful track record in addressing complex challenges throughout the payment lifecycle, Mastercard D&S addresses clients' challenges and opportunities, enhances Mastercard's strategic and tactical performance, and establishes Mastercard as a global thought leader.

#LI-NF1
In the US, Mastercard is an inclusive Equal Employment Opportunity employer that considers applicants without regard to gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law. If you require accommodations or assistance to complete the online application process, please contact reasonable_accommodation@mastercard.com and identify the type of accommodation or assistance you are requesting. Do not include any medical or health information in this email. The Reasonable Accommodations team will respond to your email promptly.

Arlington, Virginia: $101,000 - $156,000 USD",4.3,"Mastercard
4.3","Arlington, VA",10000+ Employees,1966,Company - Public,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable
33,Data Engineer Cloud Analytics,-1,"Job Role: Data Engineer (Cloud Analytics)
Location: Remote (with in United States)
Duration: Contract
Description:
This Data Engineer (Cloud Analytics) will support data sourcing strategies, designs, and implementation for Federal Enterprise Cloud Data Lake by designing, building, and integrating data from various sources in support of predictive and adaptive analytics.
Required (Individual Role):
We are looking for a data engineer who can create and manage automated data pipelines using the latest technologies for data ingestion, processing, and delivery. You will work with cloud services such as Azure and Apache Hadoop to design and implement data lake solutions that support advanced analytics use cases. You will also develop and deploy data distribution mechanisms using APIs, event streams, and pub/sub models. You will be responsible for migrating data lakes from on-premises to cloud, optimizing data workflow performance, and monitoring data quality and availability. You will collaborate with data analysts, scientists, and visualization experts to deliver insights to our clients.",-1,SMK Soft Inc,Remote,-1,-1,-1,-1,-1,-1
34,SQL Data Engineer,$77K - $99K (Glassdoor est.),"SQL Data Engineer
7576BR
University Advancement
Advancement Services and Administration

Detailed Job Description
The Advancement Systems, Data, and Analytics Team make transformation possible for the RIT community by effectively partnering with and empowering advancement stakeholders at the crossroads of strategy, systems, data, and analytics. As a valued member of that team, the Data Engineer will work closely with a diverse team to enhance our data and analytical capabilities to support divisional growth.

The Data Engineer will be relied upon to create programmatic solutions to support growing data integrations between our systems. This person will contribute to our reporting, ad hoc servicing, and business intelligence development efforts.

A successful Data Engineer will focus on opportunities to scale data and procedures through the identification of leverage points, programmatic abstractions, and process automation. This position requires advanced SQL skills, and there are opportunities to work with Python, Javascript, and other programming languages.

The ideal person in this role will be committed to continual learning about technology, the advancement industry, and the RIT community. Demonstrable appreciation for diversity and a willingness to develop personal leadership traits and team relationships are highly desirable.

Responsibilities:


At Rochester Institute of Technology, our mission is to shape the future and improve the world through creativity and innovation. As an engaged, intellectually curious, diverse and socially conscious community, we leverage the power of technology, the arts, and design for the greater good. In the Division of University Advancement at RIT, we are dedicated to advancing this mission by fostering deep and meaningful connections with alumni, parents, friends, and organizations with the goal of increasing the resources available to the university through greater volunteer engagement and increased philanthropic support. As Advancement professionals, we seek support from a variety of investors to ensure a life-transforming RIT education is accessible to the talented students who seek to join us.

RITs Division of University Advancement (UADV) is committed to diversity, equity and inclusion. We believe the power of diversity enriches all of us by exposing us to a range of ways to understand and engage with each other, our constituents and our broader communities. We are dedicated to developing and implementing best practices to promote even greater diversity through our employee retention and hiring, accessibility, marketing materials, constituent engagement and in pursuit of our philanthropic goals.


Education/Experience:
Skills;
Competencies


Fulltime
120A


In order to be considered for this position, you must apply for it at: http://careers.rit.edu/staff. Click the link for search openings and in the keyword search field, enter the title of the position or the BR number.

The direct link to this posting can be found here: https://sjobs.brassring.com/







RIT does not discriminate. RIT is an equal opportunity employer that promotes and values diversity, pluralism, and inclusion. For more information or inquiries, please visit RIT/TitleIX or the U.S. Department of Education at ED.Gov

jeid-15b2ceb8d45d1f4cbdb4fe755f19d006",4.2,"Rochester Institute of Technology
4.2","Rochester, NY",1001 to 5000 Employees,1829,College / University,Colleges & Universities,Education,$25 to $100 million (USD)
35,Data Engineer,Employer Provided Salary:$95K - $115K,"ABOUT THE JOB
Data is one of the foundations of Everside Health and plays an integral role in delivering first-class healthcare services to our patient population. We utilize a wide variety of tools to produce valuable data and provide better patient care as a result.
As a Data Engineer, you will collaborate with product owners, senior data engineers, data architects and partnerships with expert resources to design, develop, and implement data assets for a wide range of new initiatives at Everside Health. The role involves heavy data exploration, proficiency with SQL, ETL, knowledge of service-based deployments and APIs, and the ability to discover and learn quickly through collaboration. There is a need to think analytically and outside of the box while questioning current processes and continuing to build your business acumen. There will be a combination of team collaboration and independent work efforts. This role involves interaction with the Analytics team as well as a wide range of business areas across Everside.
We seek candidates with a strong quantitative background and excellent analytical and problem-solving skills. This position combines business and technical skills involving interaction with business customers, Analytics partners, internal and external data suppliers, and information technology partners.",3.2,"Everside Health
3.2",Remote,1001 to 5000 Employees,2001,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
