,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
26,Senior Data Engineer,-1,"At OneStudyTeam (a Reify Health company), we specialize in speeding up clinical trials and increasing the chance of new therapies being approved with the ultimate goal of improving patient outcomes. Our cloud-based platform, StudyTeam, brings research site workflows online and enables sites, sponsors, and other key stakeholders to work together more effectively. StudyTeam is trusted by the largest global biopharmaceutical companies, used in over 6,000 research sites, and is available in over 100 countries. Join us in our mission to advance clinical research and improve patient care.
One mission. One team. That's OneStudyTeam.
Our unique, rapidly growing data streams are enabling novel opportunities to manage clinical trials more efficiently and predictably. The Data Engineering team is looking for talented Senior Data Engineers to build, expand, and support a cutting-edge data architecture which is the analytical backbone of our company. If you are empathetic, business-driven, and want to use your data engineering and data architecture skills to make a tangible impact in the clinical research community then this may be the role for you.
We're looking for people who can effectively balance rapid execution and delivery with sustainable and scalable architectural initiatives to serve the business most effectively. You have strong opinions, weakly held, and while well-versed technically know when to choose the right tool, for the right job, at the right level of complexity. You will work closely with the rest of our Data Engineering team and our Data Science teams to help collect, stream, transform, and effectively manage data for integration into critical reporting, data visualizations, and ModelOps systems for emerging data science products.
What You'll Be Working On
Build reliable and robust data integrations with external partners
Supporting the development and expansion of modern, privacy-aware, data warehouse and data mesh architectures
Helping to build, manage, orchestrate, and integrate streaming data sources, data lakes, ELT processes, columnar storage systems, and distributed query execution solutions
Establishing proactive data quality/freshness dashboards, monitoring, alerting, and anomaly remediation systems
Building practical data onboarding tooling and process automation solutions
Learning to effectively understand and deftly navigate the global compliance ecosystem (HIPAA, GDPR, etc.) to ensure your work respects the rights, regulations, and consent preferences of all stakeholders, including historical underserved or underrepresented populations
Developing a deep understanding of the clinical ecosystem, our products, and our business and how they all uniquely interact to help people
What You'll Bring to OneStudyTeam
4+ years of experience successfully developing and deploying data pipelines and distributed architectures, ideally in a space similar to ours (startup, healthcare, regulated data)
Hands-on experience implementing ETL/ELT best practices at scale and demonstrated practical experience or familiarity with a good portion of our stack, including: AWS services (Redshift, MSK, Lambda, ECS, ECR, EC2, Glue, Quicksight, Spectrum, S3, etc.), Postgres, dbt, Kafka, Prefect, Docker, Terraform
Excellent programming skills in Python and deep comfort with SQL. Clojure experience is also highly appreciated
Experience or interest in developing and managing enterprise-scale data, distributed data architectures
Able to independently ship medium-to-large features and start to support or participate in architectural design
Excellent written and verbal communication skills
Strong attention to detail is key, especially when considering correctness, security, and compliance
Solid software testing, documentation, and debugging practices in the context of distributed systems
Learn more about our global benefits offerings on our careers site: https://careers.onestudyteam.com/us-benefits
We value diversity and believe the unique contributions each of us brings drives our success. We do not discriminate on the basis of race, sex, religion, color, national origin, gender identity, age, marital status, veteran status, or disability status.
Note: OneStudyTeam is unable to sponsor work visas at this time. If you are a non-U.S. resident applicant, please note that OST works with a Professional Employer Organization.
As a condition of employment, you will abide by all organizational security and privacy policies.
For a detailed overview of OneStudyTeam's candidate privacy policy, please visit https://careers.onestudyteam.com/candidate-privacy-policy. This organization participates in E-Verify (E-Verify's Right to Work guidance can be found here).",3.2,"OneStudyTeam
3.2",Remote,201 to 500 Employees,2012,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
27,Data Engineer,Employer Provided Salary:$65.00 Per Hour,"Job Title: Data Engineer (23-32722)
Location: Boston, MA (2-3 day onsite a week)
Duration: Contract
Job Description:
Implementing ETL pipelines within and outside of a data warehouse using Python and Snowflakes Snow SQL
Querying Snowflake using SQL.
Development of scripts using Unix, Python, etc. for loading, extracting, and transforming data.
Knowledge of Amazon Web Services Redshift
Assist with production issues in Data Warehouses like reloading data, transformations, and translations
Develop a Database Design and Reporting Design based on Business Intelligence and Reporting requirements
Skills: Snowflake, Databrcks, Azure Synapse
Job Type: Contract
Pay: Up to $65.00 per hour
Ability to commute/relocate:
Boston, MA 02108: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
Are you local to Boston, MA?
Experience:
Data Engineer: 7 years (Required)
ETL: 5 years (Required)
data warehouse: 5 years (Required)
Python: 5 years (Required)
Snowflakes: 4 years (Required)
Databrcks: 4 years (Required)
Azure Synapse: 4 years (Required)
Work Location: Hybrid remote in Boston, MA 02108",-1,"Hayward Group, LLC","Boston, MA",1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
28,Data Engineer,Employer Provided Salary:$120K - $130K,"Role – Data Engineer- DataBricks -
Location – O Fallon, Missouri (Initially Remote)
Yrs. of experience – 8+
Full-Time
Job Description :
o 5+ years in a customer facing Technical architecture, consulting role with the expertise in The following technology.
o Developing modern Data warehouse solutions using Databricks and AWS/Azure stack.
o Drive technical discussion with client architect and team members.
o Knowledge in Databricks DELTA lake for the Analytical data lake use case
o Hand on experience in create MLOPS data pipeline creation.
o AIML Models develop, train and implement for the AIML use cases.
o Knowledge in Banking domain on card and payment areas.
o Any relation database – Data classification/ Data profiling for MLOPS use cases
o Good experience in offshore onsite coordination.
o Experience in translating a customer’s business needs.
Job Type: Full-time
Salary: $120,000.00 - $130,000.00 per year
Schedule:
8 hour shift
Ability to commute/relocate:
O'Fallon, MO 63366: Reliably commute or planning to relocate before starting work (Required)
Experience:
DataBricks: 1 year (Required)
MLOPS: 1 year (Required)
Data warehouse: 1 year (Required)
Work Location: In person",-1,Sbase Technologies,"O Fallon, MO",-1,-1,-1,-1,-1,-1
29,Snowflake Data Engineer,Employer Provided Salary:$70.00 - $80.00 Per Hour,"Job: Snowflake Data Engineer – Contract (6+ Months) – Stillwater, MN
REMOTE - HAVE TO WORK ONISTE WHEN EVER CLIENT CALL. Preferably local to MN NEEDED
EAD – GC – H4- EAD G C - CITIZEN
W2 Contract
Primary Responsibility:
Enabling operational data use via our Snowflake Platform which includes creation and maintenance of Snowflake data shares for both internal and external use cases as well as administration of Snowflake and Snowflake permissions.
Secondary Responsibility:
Snowflake administration and permissions along with providing support to Enterprise Data Team in the form of creating data pipelines, curating, and modeling data, and helping team to deliver on analytics initiatives.
Required Skills:
Must have strong Data Engineering / Administration experience with the ability to support Snowflake API including creating and guiding business partners on best practices for calling APIs to read data.
Must have Snowflake administration experience including Snowflake API experience.
Knowledge of SQL with the ability to turn requirements into performant queries, create views, manage database objects (tables, views, schemas), and apply permissions.
Work with business to understand need and coordinate with Enterprise Data Team (EDT) Product Owner as needed to prioritize data sources for ingestion into Snowflake.
Manage permissions on data and sharing capabilities using Snowflake RBAC, RLS, CLS, and sharing (external & internal) via Snowflake data shares (e.g., reader account, separate account, exchange)
Coordination and potential ""modeling"" of data to enable operational needs.
Performance monitoring and support for operational ""data shares""
Desired Skills:
Any experience working with MuleSoft would be a plus.
Job Type: Contract
Salary: $70.00 - $80.00 per hour
Expected hours: 40 per week
Experience level:
10 years
8 years
9 years
Schedule:
8 hour shift
Day shift
Monday to Friday
Experience:
Data Engineer: 7 years (Required)
Snowflake API: 4 years (Required)
Snowflake administration: 6 years (Required)
Snowflake RBAC, RLS, CLS: 5 years (Required)
Willingness to travel:
50% (Required)
Work Location: Remote",-1,Zettalogix Inc,Remote,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
30,Data Engineer I,Employer Provided Salary:$90K - $120K,"Interested in joining a growing company where you will work with talented colleagues, enhance a supportive and energetic culture, and be part of the climate solution? At Energy Solutions, we focus on the big impacts. And we believe that market-based programs can be a powerful force to deliver large-scale energy, carbon, and water-use savings. For 28 years, we've harnessed that power to offer proven, performance-based solutions for our utility, government, and institutional customers.
Energy Solutions (ES) is currently seeking a full-time Data Engineer I to join our Business Operations Team. The Data Engineer role is part of the Business Operations Team and will work on critical projects such as the Corporate Operational Data Warehouse (CODW) and the new ERP system. The CODW project is one of ES's strategic goals, to build and maintain a system that enables ES to centralize, integrate, and analyze internal data from various sources. The goal is to provide a single source of truth for ES internal data and enable data-driven decision-making across the organization. This role will potentially lead the design and implementation of the infrastructure for internal reporting needs, driving operational efficiencies and helping our company's transition to operating internationally with 1000+ employees.
Energy Solutions has a remote-friendly work environment for staff located throughout the United States. We also have offices in Oakland and Orange, California, Boston, Massachusetts, New York, and Chicago, IL, for those that wish to work from one of our offices.

Daily responsibilities include but are not limited to:
Collaborate with stakeholders to understand data requirements and develop data-driven solutions that support business goals
Analyze data sources and pipelines needed for the CODW project
Design and implement scalable data pipelines, ETL processes, and data integration solutions for the CODW project using Python, SQL, and AWS technologies
Develop and maintain a data warehouse and optimize data storage, processing, and retrieval
Build schema, populate the database, and automate reporting
Document and maintain technical specifications, ETL processes, data mappings, and dictionaries
Support the Data Science Center of Excellence (DSCOE) with other data engineering needs

Minimum Qualifications:
BS/BA in Computer Science, Physics/Engineering, Business or Mathematics
Experience in building ETL data pipelines, real-time pipelines are a plus
Strong programming skills in Python and SQL
Minimum 2 years of data warehouse development and strong fundamentals in dimensional data modeling
Minimum 2 years of experience creating SQL queries and ETL design, implementation, and maintenance
Minimum 2 years of experience developing data pipelines using Python
Minimum 2 years of experience with AWS, AWS Redshift, AWS Data Engineering and ML Ops tools and services (ie: S3, Redshift, RDS)
Proven ability to aggregate, normalize, munge, analyze, and summarize value from disparate datasets
Strong oral, written, and interpersonal communication skills
High degree of accuracy and attention to detail
Ability to establish priorities, work independently with minimum supervision
Preferred Qualifications:
Ability to manage and communicate data warehouse plans to a non-technical audience
Expertise in cloud services architecting and designing secure AWS environments
Experience using BI tools like Tableau and Looker
Experienced in analyzing and troubleshooting data quality issues
Self-driven, highly motivated, and able to learn quickly
Familiarity with large data sets, cloud-based development and deployment, open-source practices and frameworks, and intelligent applications is desirable
Proven success in migrating data from legacy systems

Salary DOE: $90k - $120k / Annually
Compensation is commensurate with experience and includes a generous retirement package. Energy Solutions provides an excellent benefits package including medical, dental and vision insurance, other pre-tax contribution plans and an Employee Stock Ownership Plan (ESOP).
To see this and our other open positions, please visit https://energy-solution.com/company/careers/.
We encourage candidates from diverse backgrounds to apply. For more information about Energy Solutions and our Diversity, Equity and Inclusion efforts, please visit us on our website at www.energy-solution.com.
Background Check Information
Information will be requested to perform the compulsory background check. A drug screen and authorization to work in the U.S. indefinitely are preconditions of employment. Energy Solutions is an equal opportunity employer.
Reasonable Accommodations
Energy Solutions is committed to providing access and reasonable accommodation for individuals with disabilities. If you require an accommodation in completing this application, interviewing, and/or completing any pre-employment testing, or otherwise participating in the employee selection process, please email accommodation@energy-solution.com.
Privacy Notice for Job Applicants",3.9,"Energy Solutions
3.9",Remote,10000+ Employees,2008,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$25 to $100 million (USD)
31,"Data Engineer, Launch Program 2024 - United States",-1,"Our Purpose
We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a
culture of inclusion
for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.
Title and Summary
Data Engineer, Launch Program 2024 - United States
Be part of the Data & Services Technology Team at Mastercard, Data and Services

The Data Engineer I is a full time role within Mastercard Launch, a cohort based, graduate development program designed to build the skills you’ll leverage most as an innovator in the payments space. Eligibility requires that you currently be a graduating senior, pursuing a relevant degree.

Who is Mastercard?
Mastercard is a global technology company in the payments industry. Our mission is to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart, and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments, and businesses realize their greatest potential.
Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. With connections across more than 210 countries and territories, we are building a sustainable world that unlocks priceless possibilities for all.

Make an Impact as a Data Engineer

Data Engineers are fundamental to the success of our client engagements by acting as the bridge between raw client data and Mastercard's software. Data Engineers work closely with both Consultants while working on consulting engagements and Software Development Engineers while working to develop internal capabilities. Data Engineers are responsible for:

Designing processes to extract, transform, and load (ETL) terabytes of data into Mastercard's analytics platform
Sourcing data from clients, government and other third-party data sources, and Mastercard's transaction data warehouse
Working across multiple teams, both internal and external, in order to determine the data requirements and business logic applicable to each data set
Tackling big data problems across various industries

Here are just a few of the benefits that you will get to experience during your first year as a Data Engineer:

Strategic problem solving with exceptional peers who are also passionate about data
Creative freedom to innovate with new technologies and to explore a variety of solutions
Staffing on external-facing consulting projects where you will have the opportunity to work directly with clients
Flexibility to work on many new and challenging projects across diverse industries
A dynamic environment where you will have an impact and make an immediate difference
An immediate opportunity for increased responsibility, leadership, and professional growth
Committed mentoring and training by an experienced and driven leadership team
Cross-functional collaboration with others throughout Mastercard

Bring your passion and expertise

About You:

Currently enrolled in your final year of a bachelor’s or accelerated master’s program with an established history of academic success
Desire to work with data and help businesses make better data-driven decisions
Excellent written and verbal communication skills
Strong troubleshooting and problem solving capabilities
Demonstrated analytical and quantitative skills

The role also involves these skills. We don't require them, but it's helpful if you already have them:

Understanding of relational databases, SQL, and ETL Processes
Hands-on experience with the ETL process, SQL, and SSIS
Knowledge of at least one programming language
In the US, Mastercard is an inclusive Equal Employment Opportunity employer that considers applicants without regard to gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law. If you require accommodations or assistance to complete the online application process, please contact reasonable_accommodation@mastercard.com and identify the type of accommodation or assistance you are requesting. Do not include any medical or health information in this email. The Reasonable Accommodations team will respond to your email promptly.
Corporate Security Responsibility

All activities involving access to Mastercard assets, information, and networks comes with an inherent risk to the organization and, therefore, it is expected that every person working for, or on behalf of, Mastercard is responsible for information security and must:
Abide by Mastercard’s security policies and practices;
Ensure the confidentiality and integrity of the information being accessed;
Report any suspected information security violation or breach, and
Complete all periodic mandatory security trainings in accordance with Mastercard’s guidelines.",4.3,"Mastercard
4.3","Arlington, VA",10000+ Employees,1966,Company - Public,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable
32,Energy Data Engineer - Mid Level,$81K - $121K (Glassdoor est.),"About the Organization
Now is a great time to join Redhorse Corporation. Redhorse specializes in developing and implementing creative strategies and solutions with private, state, and federal customers in the areas of cultural and environmental resources services, climate and energy change, information technology, and intelligence services. We are hiring creative, motivated, and talented people with a passion for doing what's right, what's smart, and what works.

The Data Engineer will support Redhorse in its execution of specific task areas related to the Federal Government Carbon Pollution Free Electricity (CFE) Technical and Strategy Support contract. The program will establish technical frameworks and analytical tools and methods to inform CFE procurement decisions for the entirety of the federal government. Work will be conducted primarily at Redhorse office locations (hybrid remote work) and on government client site as required. The ideal candidate will live in the DC/Virginia/Maryland area and willing to undergo a background check to obtain a Public Trust.
Primary Duties and Responsibilities for this position include
Review and analyze the US Federal Government Executive Agencies electric load data
Develop and test modeling techniques to understand an agency’s hourly load profile to inform the agency’s hourly CFE procurement requirement as an off taker from a new CFE technology source.
Support the configuration and ingestion of designated structured, unstructured, and semi-structured data repositories into capabilities that satisfy client requirements and support a data analytics pipeline to drive rapid delivery of functionality to the client.
Maintain all operational aspects of data transfers while accounting for the security posture of the underlying infrastructure and the systems and applications that are supported and monitoring the health of the environment through a variety of health tracking capabilities.
Automate configuration management, leverage tools, and stay current on data extract, transfer, and load (ETL) technologies and services.
Work under general guidance, demonstrate an initiative to develop approaches to solutions independently, review architecture, and identify areas for automation, optimization, right-sizing, and cost reduction to support the overall health of the environment.
Apply comprehension of data engineering-specific technologies and services, leverage expertise in databases and a variety of approaches to structuring and retrieving of data, comprehend Cloud architectural constructs, and support the establishment and maintenance of Cloud environments programmatically using vendor consoles.
Engage with multiple functional groups to comprehend client challenges, prototype new ideas and new technologies, help to create solutions to drive the next wave of innovation, and design, implement, schedule, test, and deploy full features and components of solutions.
Identify and implement scalable and efficient coding solutions.
Minimum Requirements for skills, Experience, and Credentials
Master’s Degree in Engineering, Computer Science, Mathematics or Statistics
Four (4) years of experience in enterprise data analysis with a preferred focus on utility data, to include advanced metering infrastructure (AMI) electricity data
Local to Washington D.C. metro area preferred, remote work is an option
Willingness to travel in support of on-site customer meetings
Willingness to obtain a Public Trust
Desired Basic Requirements for Skills, Experience, and Credentials include
Knowledge of U.S. Federal Government Energy Legislation and Executive Orders (especially EO 14057)
Experience in or knowledge of utility interval data and electricity pricing
Executive Order Requirement:
While currently on HOLD, Redhorse recognizes that we may need to comply with Executive Order 14042 which requires Federal Contractors to ensure all U.S. new hires be fully vaccinated for COVID-19. As required by the Executive Order, Redhorse will work in coordination with applicable contract agencies to consider requests for Reasonable Accommodations.
Redhorse Corporation shall, in its discretion, modify or adjust the position to meet Redhorse’s changing needs.
This job description is not a contract and may be adjusted as deemed appropriate in Redhorse’s sole discretion.
EOE/M/F/Vet/Disabled",3.5,"Redhorse
3.5","Arlington, VA",51 to 200 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD)
33,Sr. Azure Data Engineer,Employer Provided Salary:$65.00 - $70.00 Per Hour,"LeadStack Inc. is an award-winning, one of the nation's fastest-growing, certified minority-owned (MBE) staffing services provider of contingent workforce. As a recognized industry leader in contingent workforce solutions and Certified as a Great Place to Work, we're proud to partner with some of the most admired Fortune 500 brands in the world.
Position Details:
Title: Azure Data Engineer
Location: Remote
Duration: 6+ Months Contract
Top 3 skills: SQL, Snowflake, and Data Warehousing/Design
Its a W2 Role. No C2C.
Client is seeking a talented and motivated Data Engineer to join our dynamic team. As a Data Engineer, you will play a critical role in developing and maintaining our data infrastructure, ensuring the smooth flow of data for our analytics and insights projects. The ideal candidate will have a strong background in SQL, data warehousing, ETL processes, and a preference for Snowflake experience. Additional experience with dbt or semantic layer tools will be a bonus, and proficiency in Python will also be advantageous.
Bachelor's degree in Computer Science, Engineering, or a related field.
Solid experience with SQL and data warehousing concepts.
Strong understanding of ETL processes and tools.
Preferred experience with Snowflake data warehouse platform.
Bonus for experience with dbt or other semantic layer tools.
Proficiency in Python is a plus.
Excellent problem-solving and analytical skills.
Strong attention to detail and ability to work in a fast-paced environment.
Effective communication skills and ability to collaborate with cross-functional teams.
Key Responsibilities:
Design, develop, and maintain data pipelines and ETL processes to extract, transform, and load data from various sources into our data warehouse.
Optimize data ingestion and transformation processes to ensure efficient and scalable data flows.
Collaborate with cross-functional teams to understand data requirements and design solutions that meet business needs.
Develop and maintain data models, schemas, and data dictionaries for efficient data storage and retrieval.
Perform data validation, quality checks, and troubleshooting to identify and resolve data-related issues.
Monitor and optimize database performance, including query tuning and index optimization.
Collaborate with data scientists and analysts to implement data models and support their data requirements.
Stay up-to-date with industry trends and best practices in data engineering, and proactively recommend and implement improvements to our data infrastructure
To know more about current opportunities at LeadStack, please visit us at https://leadstackinc.com/careers/
Should you have any questions, feel free to call me on 510-480-1006 or send an email on tarique.aziz@leadstackinc.com
Job Type: Contract
Salary: $65.00 - $70.00 per hour
Experience level:
10 years
Schedule:
8 hour shift
Experience:
Data Warehousing/Design: 8 years (Required)
Snowflake: 5 years (Required)
Azure: 5 years (Required)
Work Location: Remote",4.3,"Leadstack Inc
4.3",Remote,51 to 200 Employees,2016,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
34,Data Engineer I,-1,"Overview:
This position sits within our Product Development division, which develops, tests, and improves our software solutions in an innovative and collaborative environment.

ConstructConnect is looking for a full-time Data Engineer based in the United States. We support full and/or partial remote work depending on the area you live in.

ConstructConnect has built up multiple sources of data over the course of many years and acquisitions. Our data engineers work to build bridges and pathways between data sources. Our goal of one source of truth is accomplished with a myriad of tools as we build out the company’s data lake and data warehouse. This role has the unique opportunity to consume and manage the nation’s largest collection of construction data.

The ideal candidate for this role is excited about data in all its forms, desires to build a source of data truth, and is looking forward to leveraging Google Cloud’s vast array of data technologies.

Opportunity

The Data Engineer enhances our data pipelines using a combination of technologies and standard engineering practices. They are responsible for working with the software engineering, marketing, product, data science, and customer service teams to ensure our data is delivered in a timely and scalable fashion.
Responsibilities:
What You’ll Be Doing
Assembling large, complex sets of data that meet business requirements
Modernizing and innovating data delivery pipelines using cloud technologies
Ensure data is properly curated and transformed for analysis and consumption
Collaborate with data scientists and architects
This job description in no way implies that the duties listed here are the only ones that team members can be required to perform
Qualifications:
What You Bring to the Team
Creative problem-solver who is passionate about digging into complex problems and devising new approaches to reach results
Strong communication skills and experience distilling and presenting complex quantitative analysis into action-oriented recommendations
Understanding of programming languages such as Python, JavaScript, C#, or other language
Understanding of SQL Queries, Stored Procedures, Views, and Triggers
Understanding of the concepts of ETL or ELT (Extract, Transform, Load) processes
Familiarity with cloud-based data technologies
1 – 3 years professional experience managing Data Lakes and Data WarehousesBachelor’s Degree or equivalent experience in Computer Sciences, Database Development, or a related discipline
Physical Demands and Work Environment

The physical activities of this position include frequent sitting, telephone communication, working on a computer for extended periods of time. Visual acuity is required to perform activities close to the eyes.
This position is fully remote with only occasional travel to the office for team meetings and events. Team members are expected to have an established workspace.
Ability to work remotely in the United States or Canada.
E-Verify Statement

ConstructConnect utilizes the E-Verify program with every potential new hire. This makes it possible for us to make certain that every employee who works for ConstructConnect is eligible to work in the United States. To learn more about E-Verify you can call 1-800-255-7688 or visit their website. E-Verify® is a registered trademark of the United States Department of Homeland Security.

Privacy Notice",3.9,"ConstructConnect
3.9",Remote,1001 to 5000 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
35,Azure Data Engineer,Employer Provided Salary:$50.00 Per Hour,"7+ years of relevant experience
At least two years of experience building and leading highly complex, technical engineering teams.
Strong hands-on experience in Databricks
Experience managing distributed teams preferred.
Strong technical experience in large distributed systems, Data Warehousing, Data Lake at scale Project management skills: financial/budget management, scheduling and resource management experience with medium and large-scale projects
Comfortable working with ambiguity and multiple stakeholders.
Comfortable working cross functionality with product management and directly with customers; ability to deeply understand product and customer personas.
Architecture Design Experience for Cloud and Non-cloud platforms
Expertise on Azure Cloud platform
Knowledge on orchestrating workloads on cloud
Ability to set and lead the technical vision while balancing business drivers
Strong experience with PySpark, Python programming
Proficiency with APIs, containerization and orchestration is a plus.
Job Type: Contract
Salary: $50.00 per hour
Experience level:
7 years
Schedule:
Monday to Friday
Work Location: Remote",3.8,"Visvak Solutions
3.8",Remote,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,Less than $1 million (USD)
36,Sr. Azure Data Engineer,Employer Provided Salary:$60.00 - $70.00 Per Hour,"Role: Sr. Azure Data Engineer
Job Location: Remote
Type: Long Term Contract
Job Summary:
10+ years of experience
Required Skills:
Azure Databricks, Azure Data Factory, Apache Spark, pySpark, Scala, SparkSQL, Hive, Azure fundamental knowledge, GitHub, Maven
High-level tasks:
Analyze the existing code and discover the use case, sources and targets (databases/tables). The existing code could be in Spark/Hive QL/Scala/Python/Shell Script/SSIS/SAS/SQL Stored Procedure/etc.
Develop the Ingestion pipeline using Azure Data Factory.
Develop data transformation code using pySpark in Databricks notebooks.
Orchestrate the Ingestion and transformation pipeline using Azure data factory.
Check in/Check out the ADF/notebooks/python/any code using Github.
Deploy and test Azure Data Factory and Databricks code.
Prod deployment support.
Document the prod hand oversteps.
Job Types: Full-time, Contract
Salary: $60.00 - $70.00 per hour
Schedule:
8 hour shift
Day shift
Monday to Friday
Experience:
SQL: 10 years (Required)
Scala: 2 years (Required)
Azure Databricks: 4 years (Required)
Total IT: 10 years (Required)
Azure Data Factory: 4 years (Required)
Work Location: Remote",3.3,"Iron Service Global Inc
3.3",Remote,201 to 500 Employees,1987,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD)
37,Data Engineer,-1,"SalesIntel is the top revenue intelligence platform on the market. Our unique approach to data collection, enhancement, verification and growth distinguishes us from the market, solidifying our position as the best B2B data partner.

The Data Engineer will be responsible for building and extending our data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys working with big data and building systems from the ground up.

You will collaborate with our software engineers our software engineers, database architects, data analysts and data scientists to ensure our data delivery architecture is consistent throughout the platform. You must be self-directed and comfortable supporting the data needs of multiple teams, systems and products. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products and data initiatives.

What You’ll Be Doing:
Design and build parts of our data pipeline architecture for extraction, transformation, and loading of data from a wide variety of data sources using the latest Big Data technologies.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.
Work with machine learning, data, and analytics experts to drive innovation, accuracy and greater functionality in our data system.
Qualifications:
Bachelor's degree in Engineering, Computer Science, or relevant field.
5+ years of experience in a Data Engineer role.
3+ years experience with Apache Spark and solid understanding of the fundamentals.
Deep understanding of Big Data concepts and distributed systems.
Strong coding skills with Scala, Python, Java and other languages and the ability to quickly switch between them with ease.
Advanced working SQL knowledge and experience working with a variety of relational databases such as Postgres and MySQL.
Experience working with data stored in many formats including TSV, CSV, JSON, Parquet.
Cloud Experience with DataBricks or similar service: S3, Athena, EC2, EMR, RDS, Redshift.
Comfortable working in a linux shell environment and writing scripts as needed.
Comfortable working in an Agile environment
Machine Learning knowledge is a plus.
Must be capable of working independently and delivering stable, efficient and reliable software.
Excellent written and verbal communication skills.
Experience supporting and working with cross-functional teams in a dynamic environment.

This is a remote position.",-1,"SalesIntel Research, Inc.",Remote,51 to 200 Employees,2018,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
38,Data Engineer,Employer Provided Salary:$120K - $150K,"At Dynatron Software, we help automotive service departments increase revenue and profitability with our suite of services. We strive to be a people-first company where employees enjoy coming to work, the people they work with, and are given the autonomy to succeed. Our company culture is built on a foundation of teamwork, accountability, integrity, clear communication, and positive attitudes.
We are currently looking to add new talent to our growing team!
About the Role:
We are seeking a dynamic and experienced US, remote-based Data Engineer to join our newly formed Data Platform Team. As a Data Engineer, you will have the opportunity to collaborate with a team of data scientists, engineers, and analysts to create and maintain scalable data pipelines. You will be responsible for writing code in Python, SQL, and occasionally PHP. The ideal candidate will have a strong technical background and a passion for data processing, with the ability to think creatively and strategically to solve complex challenges.
Key Responsibilities:
Write, test, and maintain robust, high-quality code in Python and PHP.
Work with data and analytics experts to strive for greater functionality in our data systems.
Collaborate with cross-functional teams to gather requirements and develop software solutions.
Design, construct, install, test and maintain highly scalable data management systems.
Provide debugging and troubleshooting support for existing systems.
Participate in code reviews to ensure software quality and conformance to standards.
Assist in database design and development using SQL.
Leverage AWS and other cloud technologies for efficient software deployment and scalability.
Occasionally work with PHP for server-side programming tasks.
Use Python to process and clean data, manage ETL pipelines, and create automated workflows.
Minimum Qualifications:
Bachelor's degree in Computer Science, Engineering, or related field.
Minimum 3+ years of experience in software development with a focus on Python and PHP.
Strong understanding of Object-Oriented Programming (OOP) concepts and design.
Knowledge of SQL and experience working with relational databases.
Familiarity with AWS and/or other cloud-based technologies.
Experience with Big Data technologies such as Hadoop, Spark, or similar technologies is a plus.
Excellent problem-solving skills with a strong attention to detail.
Ability to work both independently and as part of a team.
Excellent verbal and written communication skills.
Preferred Qualifications:
Experience contributing to an AI platform in any capacity
Experience with hybrid cloud workflows
If you are passionate about data analysis, have a knack for solving complex problems, and are eager to make a significant impact on a growing organization, we would love to hear from you!
In Return for Your Expertise, You Will Receive:
Excellent benefits including health, dental, and vision insurance, stock options, professional development opportunities, 9 paid holidays, and 15 days PTO.
A welcome “swag bag” with branded clothing as an official welcome to the team.
The chance to work for an organization that puts people first and fosters a culture of teamwork, integrity, communication, accountability, and positive attitude!
Dynatron Software is an Equal Opportunity Employer and encourages all qualified individuals to apply.
Compensation Range: $120,000-150,000/yr
IMIVirMHCH",4.3,"Dynatron Software
4.3",Remote,51 to 200 Employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD)
