,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
21,Frontend Engineer (US),-1,"Jarvis ML is a prediction engine that's always learning. It's also the easiest way for any company to leverage the data they already have to solve their hardest business problems. Together, the Jarvis ML team has 50+ years of combined Machine Learning experience at Google, having built the ML platforms for Google Ads & Google Payments. Now we're building something bigger :)
We're a global team with a track record of building world class enterprise products and are seeking talented Frontend Software Engineers to develop delightful customer experiences.
Responsibilities:
Create innovative UI elements, stunning JavaScript systems and outstanding web development work.
Manage project priorities, deadlines, and deliverables.
Minimum qualifications:",4.8,"Aidaptive
4.8",Remote,1 to 50 Employees,2021,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
22,Senior Product Manager - Machine Learning,Employer Provided Salary:$150K - $175K,"We believe that we are better together and, at Tripadvisor, we welcome you for who you are. Our workplace is for everyone, as is our people powered platform. At Tripadvisor, we want you to bring your unique perspective and experiences, so we can collectively revolutionize travel and together find the good out there.
Tripadvisor is the world's largest travel site helping hundreds of millions monthly consumers to know better, book better and go better to reach the full potential of every trip. We're looking for a Senior Product Manager who is passionate about machine learning technology, big data platforms, and the application of data forward techniques across the product life cycle.
In this role, you will develop long term development & business technology strategies & will lead a cross-functional team to continuously improve Tripadvisor's Machine Learning products as well as the tools & infrastructure for supporting key data products and services. As a Senior PM, you will influence the product strategy, own your roadmap and produce specifications that evolve the platform's feature set for both internal and external customers, and work closely with engineering to ensure quality deliverables on-time.",3.8,"Tripadvisor
3.8","New York, NY",1001 to 5000 Employees,2000,Company - Public,Internet & Web Services,Information Technology,$1 to $5 billion (USD)
23,Machine Learning Engineer,-1,"CORMAC is looking for a driven candidate who has a passionate for data. This individual will provide technical analysis, design, and development of Information Technology-related applications. They will work closely with the Program or Project Manager, Architect, and Technical Lead to interpret business requirements, effectively build the application according to requirements, and deliver high quality results.
CORMAC’s Hybrid Work Policy applies to all who live within a 50-mile radius driving distance of either our Baltimore, MD, or Leesburg, VA, locations. The Flexible policy requires you to be in the office at least twice a week and allows department heads to define the ideal in-office days for their department.
Responsibilities
Guide research and the implementation of deep learning, machine learning and statistical approaches to solve Ventera customer problems.
Collaborate with Ventera’s customers. Focus on delivering results, prioritizing needs while dealing with ambiguity.",3.8,"CORMAC
3.8",Remote,51 to 200 Employees,2002,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
24,Operations/HR Assistant,Employer Provided Salary:$20.00 - $24.00 Per Hour,"OPERATIONS/ HR ASSISTANT
Job Type: Full-Time or Part-Time
Pay Scale: $20.00-24.00 per hour
Position Location: Remote (work from home)
How to Apply: Please submit resume and cover letter. Resumes without cover letters will not be reviewed.
ABOUT US
BC Capital Group is one of the leading professional services firms, serving the world's top private equity funds and corporate buyers. We have completed over $5 billion in small cap acquisitions for Private Equity funds and corporations in all market sectors including",3.3,"Bainbridge, Inc.
3.3",Remote,51 to 200 Employees,-1,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD)
25,Machine Learning (ML) Engineer,$111K - $164K (Glassdoor est.),"Company Description

Data Piper provides specialized and competitive talent to help you build your team's capabilities and success. Our staff have proven experience from the most competitive companies in Silicon Valley, so you know they have the experience and dedication that you can trust. For short or long-term assignments, we will take the hassle out of finding the next perfect fit for your team.

Job Description

Title: Machine Learning (ML) Engineer
Location: Remote",-1,Data Piper,"Pleasanton, CA",51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
26,Machine Learning Engineer,Employer Provided Salary:$115K - $140K,"Pison is creating the next generation of neural interfaces that focus on gesture recognition and neurophysiological insights. Pison leverages our patented electroneurography (ENG) platform to translate data generated from our body’s natural physiological electricity stemming at the brain into machine interpretable events in software. This allows for never before seen intuitive control of any experience in the IoT universe and discovery of neurological correlations drawn from our proprietary AI and data sets. Pison’s government, Department of Defense and Fortune 100 customers have a deep pipeline of pending projects fueling our growth. Pison’s long term vision is to own the platform which translates human intention to machine-readable code.

We are looking for an experienced Machine Learning Engineer to join our growing team and bring their knowledge and expertise to the team. You will work side by side with the Algorithm and Research teams to develop robust, production-level Machine Learning codes and libraries for R&D efforts. We are looking for a seasoned engineer who can build and contribute to our growth and success.

***Due to our work with the United States government, US citizenship is mandatory.***

This position is located in our Boston, MA office. This position would be expected to work onsite Mon - Thurs.


Develop production-level ML libraries and algorithms for gesture classifications for our current device and future products.
Help architect, design, and build ML software tools used by the ALGO team.
Mentor junior-level scientists and engineers, focusing on software engineering skills and practices.
Review the code developed by other members on the team - providing feedback and insight to peers.
Contribute to the ALGO team’s model research effort


A BS degree in CS or related fields with industrial experience.
Fluent in Python.
Good knowledge and experience with Asyncio, Numpy, Scipy, Pandas, Tornado or other Python web frameworks
Good knowledge and experience with Cython, numeric code optimization, complexity analysis, and multi-processing in Python
Experience with Git, Google Compute Cloud, and Docker
Self-starter and comfortable working autonomously
Excited to mentor and help junior engineers grow.


Experience with GUI development in Python.
PyQt is preferred, but experience with other frameworks will be good.
** This Employer Participates in E-Verify **
We understand that candidates can feel discouraged if they do not tick every box. We encourage you to apply. Pison is building a diverse team with people from all backgrounds who can help us build an inclusive organization.",3.3,"Pison Technology
3.3","Boston, MA",1 to 50 Employees,-1,Unknown,-1,-1,Unknown / Non-Applicable
27,Senior Machine Learning Engineer,Employer Provided Salary:$179K - $218K,"Rec Room is the best place to build and play games together. Players can chat, hang out, play in millions of rooms, or build something new to share with the world! We have a vibrant commercial ecosystem within Rec Room, and our goal is to enable creators to be rewarded for their work. Come join us on the ground floor to help optimize the ecosystem for both players and the business.
As a Senior Machine Learning Data Scientist, you'll be responsible for designing, developing, and implementing machine learning models to power our in-game store recommendations and serve users content that they'd find valuable. You'll be supporting creators in making a living on the platform, as well as playing a critical role in the success of Rec Room as a business.
WHAT YOU'LL DO:
Design, develop and implement production-facing ML models to deliver valuable commerce content to our users.",4.5,"Rec Room
4.5","Seattle, WA",51 to 200 Employees,2016,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable
28,"Data Scientist(RNAseq,Genomics,Omnics,Machine Learning,data analysis)",Employer Provided Salary:$51.00 - $52.00 Per Hour,"Job Description:
Responsibilities:
Project involves developing multi-omics directed graph networks based on causal inference framework based on multiple data types (e.g., clinical, RNA-seq, epigenetic, proteomic, and/or genetic data).
Skills:
Must be expert in at least one area of causal inference such as interpretable machine learning or data fusion problem, e.g., to reduce space of plausible causal relationships and how data from multiple sources can be combined to make causal inferences.
Experience with machine learning in the context of causal inference, so that the predictive models are more than just a black box, is strongly desired.
Ideal candidate is experienced in both genomic data, causal inference, and machine learning, but the latter two are the most important.",3.7,"Tellus Solutions
3.7",Remote,51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
29,Machine Learning Developer,$82K - $110K (Glassdoor est.),"75F is seeking a Machine Learning focused Senior Software Engineer for algorithm development and associated frameworks; data modeling and integrating predictive analytics and statistical computing into cloud solutions; in Java, Python and unit-testing frameworks (Spock, Mocha, etc.) agile software delivery, related processes, and agile software testing.

Candidate must have Ability to implement Python-based machine learning algorithms in Keras and TensorFlow, and develop applications on industry-adopted platforms such as Azure Machine Learning; leverage supervised learning techniques to design custom predictive models (regression or classification) based on business requirements; plan, develop, implement and troubleshoot end-to-end predictive pipelines to generate actionable insights; design, train and validate time-series forecasting models; operationalize ML models through validation and deployment, and implement methodologies to track and improve accuracy; implement well-architected, performant supporting architectures and applications.

Master's degree or academic equivalent in Computer Science or related field. 9-5 40 hours per week. Must be located in Minnesota.",4.2,"75F
4.2","Bloomington, MN",51 to 200 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD)
30,"Software Engineer II, Machine Learning",Employer Provided Salary:$142K - $184K,"Company Description

Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect millions of entrepreneurs with millions of buyers around the world. As an Etsy Inc. employee, whether a team member of Etsy, Reverb, or Depop, you will tackle unique, meaningful, and large-scale problems alongside passionate coworkers, all the while making a rewarding impact and Keeping Commerce Human.

Job Description

What’s the role?",4.6,"Etsy
4.6","Brooklyn, NY",1001 to 5000 Employees,2005,Company - Public,Other Retail Stores,Retail & Wholesale,$1 to $5 billion (USD)
31,Machine Learning Engineer,Employer Provided Salary:$140K - $178K,"As a Machine Learning Engineer, you will report to the Consulting Manager, Data, Analytics & Machine Learning and work with our Big Data Consultants and Architects to design, develop, build MLOps workflows and help deploy machine learning models to solve complex business problems. You will help our customers build modern data solutions on the AWS stack.

This position is 100% remote with up to 25% travel required.
Responsibilities
Under the supervision of Big Data Consultants and Architects, work with multiple clients simultaneously to implement enterprise-wide scalable operations on AWS
Deploy and monitor machine learning models on AWS using tools such as SageMaker
Implement machine learning pipelines including data cleaning, training, evaluation and deployment",4.4,"Mission Cloud Services
4.4",Remote,201 to 500 Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD)
