,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
10,Junior Data Science Analyst,$69K - $95K (Glassdoor est.),"Elo is an industry leader in enterprise solutions, with a focus on Android computing, Android SDKs and Cloud Management Software. Our technology is used by leading big box retailers, healthcare, restaurants, and within the manufacturing industry. Elo products are installed every 21 seconds around the globe! We obsess over details to exceed the highest quality standards. We don’t just sell things. We offer solutions to tomorrow’s challenges.
What You Will Do:
Support sales, operations, and financial reporting dashboards to provide insights into revenue, margin, financial performance, product analytics, sales funnel, rebates necessary.
Analyzes data to support dashboards, metrics, or insights and identify trends or anomalies.",3.7,"EloTouch
3.7","Richardson, TX",501 to 1000 Employees,1971,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD)
11,Associate Data Scientist,$94K - $128K (Glassdoor est.),"Cadent powers the evolution of TV brand advertising. We provide marketers, agencies, operators, and media owners with data-driven solutions for buying and selling TV advertising. By connecting brands with opportunities across national inventory sources—cable, broadcast, and digital media—our technology improves efficiencies and boosts the results of linear, addressable, and cross-screen campaigns.
Right now we are looking for a highly motivated Associate Data Scientist who will be responsible for applying scientific methods to identify business optimization strategies and develop, evaluate and demonstrate prototypes of empirical software including but not limited to machine learning, signal processing and optimization based numerical methods.
Data Scientists collaborate directly with the Business, Product, Data Engineering, and QA team members to productize AI/ML research to drive business gorwth. This is a critical role that needs knowledge of mathematics and engineering, output from this role will be leveraged by business, engineers and by senior executives to define the future of Cadent.



Flexible work from home options available.",3.4,"Cadent
3.4","Philadelphia, PA",201 to 500 Employees,-1,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable
12,"Data Scientist, Services",Employer Provided Salary:$140K - $150K,"StreetLight pioneered the use of Big Data analytics to shed light on how people, goods, and services move, empowering smarter, data-driven transportation decisions. The company applies proprietary machine-learning algorithms and data processing resources to measure travel patterns of vehicles, bicycles and pedestrians that enable complex transportation problem solving using analytics available on SaaS platform, StreetLight InSight®. Acquired by Jacobs as a subsidiary in February 2022, StreetLight continues to provide innovative digital solutions to help communities reduce congestion, improve safe and equitable transportation, and maximize the positive impact of infrastructure investment.

As a Data Scientist on our Services team, your role will be vital in shaping our services offerings. You will directly influence the success of our customers by developing data-driven solutions tailored to their unique needs. Utilizing your data science expertise, you will be tasked not only with the creation of these solutions but also with the proactive identification and validation of potential new services offerings.",4.7,"StreetLight Data
4.7",Remote,51 to 200 Employees,2011,Company - Private,Computer Hardware Development,Information Technology,Less than $1 million (USD)
13,Data Scientist,Employer Provided Salary:$45.00 - $55.00 Per Hour,"Data Scientist (Mid Level)
Location: Englewood, CO
(On-site day one. NO remote opportunities are available for this role. Please only apply if you are within the area or willing to relocate).
About the Role:
Our client is looking for a skilled and experienced Senior Data Scientist who excels in applying machine learning, deep learning and statistical modeling to solve data science problems. The ideal candidate will have the ability to translate complex business problems into data science problems and architect data science-based solutions. As a Senior Data Scientist, you will play a crucial role in leading and mentoring junior data scientists, while collaborating with cross-functional teams to drive data-driven decision-making and solve challenging business problems.",5.0,"APPIC Solutions LLC
5.0","Foster City, CA",1 to 50 Employees,2017,Company - Private,Software Development,Information Technology,$1 to $5 million (USD)
14,Data Scientist,Employer Provided Salary:$70K - $140K,"Develops, validates and executes algorithms and predictive models to investigate problems, detect patterns and recommend solutions

Explores, examines and interprets large volumes of data in various forms

Performs analyses of structured and unstructured data to solve moderately complex business problems

Utilizing advanced statistical techniques and mathematical analyses

Develops data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needs

Uses data visualization techniques to effectively communicate analytical results and support business decisions

Creates and evaluates the data needs of assigned projects and assures the integrity of the data

Explores existing data and recommends additional sources of data for improvements

Documents projects including business objectives, data gathering and processing, detailed set of results and analytical metrics


The typical pay range for this role is:
Minimum: 70,000
Maximum: 140,000

This pay range represents the base hourly rate or base annual full-time salary for all positions in the job grade within which this position falls. The actual base salary offer will depend on a variety of factors including experience, education, geography and other relevant factors. This position is eligible for a CVS Health bonus, commission or short-term incentive program in addition to the base pay range listed above.

In addition to your compensation, enjoy the rewards of an organization that puts our heart into caring for our colleagues and our communities. The Company offers a full range of medical, dental, and vision benefits. Eligible employees may enroll in the Company's 401(k) retirement savings plan, and an Employee Stock Purchase Plan is also available for eligible employees. The Company provides a fully-paid term life insurance plan to eligible employees, and short-term and long term disability benefits. CVS Health also offers numerous well-being programs, education assistance, free development courses, a CVS store discount, and discount programs with participating partners. As for time off, Company employees enjoy Paid Time Off (PTO) or vacation pay, as well as paid holidays throughout the calendar year. Number of paid holidays, sick time and other time off are provided consistent with relevant state law and Company policies.

For more detailed information on available benefits, please visit


1+ years of relevant analytic experience

1+Experience programming using R or Python

1+Experience in SQL


Demonstrates good written and verbal communication skills. Able to present information to various audiences

Effectively resolves problems and roadblocks as they occur

Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization

Ability to work with large data sets from multiple data sources


Bachelor's degree or equivalent work experience in Mathematics, Statistics, Computer Science, Business Analytics, Economics, Physics, Engineering, or related discipline.

Master's degree preferred


Bring your heart to CVS Health Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver. Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable. We strive to promote and sustain a culture of diversity, inclusion and belonging every day. CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities.",3.1,"CVS Health
3.1","New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
15,Intelligence Data Engineer,$82K - $114K (Glassdoor est.),"Overview:
The Data Engineer is a member of the Intelligence team. The engineer will create ETL processes, develop data pipelines, conduct data analysis, create data visualizations, and help develop performance metrics in support of the customer. This work will be done as part of a team creating and supporting ViaPath's enterprise data lake from a large variety of data sources.

This remote/virtual position can be performed from anywhere in the continental US.
Responsibilities:
Develop and build data infrastructure for our customers to support data analytic needs.
Partner with internal business stakeholders to engineer batch and real-time streaming data pipelines
Qualifications:",3.3,"ViaPath Technologies
3.3","Dallas, TX",1001 to 5000 Employees,1989,Company - Private,Telecommunications Services,Telecommunications,$500 million to $1 billion (USD)
16,AI Data Scientist,Employer Provided Salary:$65.00 - $75.00 Per Hour,"Role - AI Data Scientist
Location : Remote
Duration: 12- 18 months contract
Rate: $65- $75/hr on C2C
Job Description:
We are seeking a talented and enthusiastic AI Data Scientist to join our data analytics team. As an AI Data Scientist, you will be responsible for leveraging advanced data analysis and machine learning techniques to extract valuable insights from complex datasets and develop predictive models. Your work will play a crucial role in enhancing business decision-making processes and driving innovation through the application of artificial intelligence.",-1,Vandved Search,Remote,-1,-1,-1,-1,-1,-1
17,"Data Scientist, Bioinformatics",Employer Provided Salary:$125K - $170K,"About NewLimit
NewLimit is a biotechnology company working to radically extend human healthspan. We're developing medicines to treat age-related diseases by reprogramming the epigenome, a new therapeutic mechanism to restore regenerative potential in aged and diseased cells. We leverage functional genomics, pooled perturbation screening, and machine learning models to unravel the biology of epigenetic aging and disease using experiments of unprecedented scale.
Position
NewLimit is seeing an outstanding data scientist to join our Predictive Modeling or Single Cell Genomics teams. Data-driven predictive modeling is one of the key enabling technologies of our research program, allowing us to predict the outcome and prioritize the next round of experiments to guide the design of our therapies.",-1,NewLimit,"South San Francisco, CA",-1,-1,-1,-1,-1,-1
18,Statistical Analyst,-1,"Job Overview
The Statistical Analyst will work under the direction of a Psychometrician using specifications to write and execute programs to perform psychometric analysis, scoring, and technical reporting using large datasets from large-scale assessments. This position requires proficiency and experience in working in a large-scale summative assessment environment where quality assurance, complex data sets, timely execution of tasks, and documentation of code are expected competencies.
Job Responsibilities:
Maintains, updates, and operates existing code and develops new code as needed for analysis required for projects.
Develops logic in programs to obtain required parameters to ensure data quality.
Applies given formulas to obtain required statistics for various types of psychometric analysis.",4.3,"Cambium Learning Group
4.3",Remote,1001 to 5000 Employees,2004,Company - Private,Primary & Secondary Schools,Education,$500 million to $1 billion (USD)
19,Data Scientist,$88K - $129K (Glassdoor est.),"ABOUT THE COMPANY
Our founders, food industry veterans Mike and Tisha, knew that food wasn't what it used to be, so they wanted to make it better - by creating a new kind of farm. A farm that grows up to 300 times more food than an ordinary farm on a smaller footprint, without a drop of pesticides. Farms powered with 100% renewable energy, growing with 95% less water and delivering food within 48 hours for longer freshness for our customers and less food waste.
80 Acres Farms is a vertical farming leader, operating commercial farms in Ohio, Kentucky, and soon-to-be Georgia in addition to research and development farms in Arkansas and The Hauge, Netherlands. All farms utilize state-of-the-art technology and analytics developed by the Company's subsidiary, Infinite Acres.
80 Acres Farms branded salads, microgreens, herbs, and tomatoes are available at retailers and food service distributors, including Kroger, Whole Foods, The Fresh Market, Dorothy Lane Markets, Sysco, and US Foods from Michigan to Florida. 80 Acres Farms is supported by world-class investors and partners, including General Atlantic, Siemens, Barclays, Ocado, Priva, and Signify/Philips.",3.4,"80 Acres Farms
3.4","Hamilton, OH",Unknown,-1,Company - Public,Crop Production,Agriculture,Unknown / Non-Applicable
20,Data Scientist,$76K - $100K (Glassdoor est.),"To learn more about Arkansas Blue Cross and Blue Shield Hiring Policies, please click
here
.
Arkansas Blue Cross is only seeking applicants for remote positions from the following states:
Arkansas, Florida, Georgia, Illinois, Kansas, Louisiana, Minnesota, Mississippi, Oklahoma, South Carolina, Tennessee, Texas, Virginia and Wisconsin.
Workforce Scheduling
Flex
Job Summary
The Data Scientist uses the enterprise’s vast data repositories to identify key signals capable of predicting and optimizing the results of the enterprise’s business plan implementations. Incumbent exercises expert knowledge of available data, key business drivers, statistics, mathematics, and open-source software toolsets to derive relevant insights informing business decision-making. The incumbent regularly engages data mining techniques (data discovery, exploration, extraction, modeling, and evaluation) alongside software engineering tasks (software integration, deployment, and maintenance) to accomplish these responsibilities.
Assists in the development of machine learning pipelines and automate machine learning tasks as much as possible., Collaborates with team members (machine learning engineers and data analysts) to complete data pipelines for machine learning deployments, Debugs issues within machine learning pipelines and maintain their accuracy., Develops predictive and prescriptive models to assist business areas with decision-making on key initiatives of the Enterprise., Gathers and presents findings of models to other as necessary to assist understanding and explanation to the model., Identifies key data within available data that increases forecasting of performance., Monitors for data drift within models., Other duties as assigned., Stays abreast on machine learning techniques in the market through training and research.
Regular",4.1,"Arkansas Blue Cross and Blue Shield
4.1","Little Rock, AR",1001 to 5000 Employees,1948,Company - Private,Insurance Carriers,Insurance,$1 to $5 billion (USD)
21,Data Scientist Engineer,$89K - $130K (Glassdoor est.),"Position: Data Scientist Engineer
Location: Silver Spring, MD
Clearance Required: Public Trust
Status: Contingent upon contract award
Knowesis is looking for a Genomic Surveillance Specialist to support the Armed Forces Health Surveillance Branch (AFHSB) of the Defense Health Agency (DHA). To be eligible for this position, candidates must have the ability to obtain a Public Trust clearance and possess U.S. Citizenship without the need for sponsorship, both now and in the future. Applicants without proof of U.S. Citizenship will not be considered due to the position’s security clearance requirements.
The Job Duties and Responsibilities include but are not limited to the following:",4.5,"Knowesis
4.5","Silver Spring, MD",51 to 200 Employees,2007,Company - Private,Business Consulting,Management & Consulting,$25 to $100 million (USD)
22,Data Scientist I - Hybrid,Employer Provided Salary:$78K - $111K,"See yourself at Radian? We see you here too.
At Radian, we see you. For the person you are and the potential you hold. That’s why we’ve embraced a new way of working that lets our people across the country be themselves, be their best and be their boldest. Because when each of us is truly seen, each of us gives our best – and at Radian, we’ll give you our best right back.
Studies have shown that job seekers may hesitate to apply for jobs unless they meet every single qualification listed. We strive to see the potential in each applicant, so if you’re excited about this role but your experience or education level doesn’t align perfectly with every qualification in the job description, we encourage you to apply anyway. You may be just the right candidate for this or other roles.
See Yourself as a Data Scientist I, MIRS",4.2,"Radian
4.2","New York, NY",1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $5 billion (USD)
23,Decision Scientist,Employer Provided Salary:$70K - $140K,"Develops, validates and executes algorithms and predictive models to investigate problems, detect patterns and recommend solutions

Explores, examines and interprets large volumes of data in various forms

Performs analyses of structured and unstructured data to solve moderately complex business problems

Utilizing advanced statistical techniques and mathematical analyses

Develops data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needs

Uses data visualization techniques to effectively communicate analytical results and support business decisions

Creates and evaluates the data needs of assigned projects and assures the integrity of the data

Explores existing data and recommends additional sources of data for improvements

Documents projects including business objectives, data gathering and processing, detailed set of results and analytical metrics


The typical pay range for this role is:
Minimum: 70,000
Maximum: 140,000

This pay range represents the base hourly rate or base annual full-time salary for all positions in the job grade within which this position falls. The actual base salary offer will depend on a variety of factors including experience, education, geography and other relevant factors. This position is eligible for a CVS Health bonus, commission or short-term incentive program in addition to the base pay range listed above.

In addition to your compensation, enjoy the rewards of an organization that puts our heart into caring for our colleagues and our communities. The Company offers a full range of medical, dental, and vision benefits. Eligible employees may enroll in the Company's 401(k) retirement savings plan, and an Employee Stock Purchase Plan is also available for eligible employees. The Company provides a fully-paid term life insurance plan to eligible employees, and short-term and long term disability benefits. CVS Health also offers numerous well-being programs, education assistance, free development courses, a CVS store discount, and discount programs with participating partners. As for time off, Company employees enjoy Paid Time Off (PTO) or vacation pay, as well as paid holidays throughout the calendar year. Number of paid holidays, sick time and other time off are provided consistent with relevant state law and Company policies.

For more detailed information on available benefits, please visit


1+ years of relevant analytic experience, including the following:

Experience programming using R or Python

Experience in SQL


Demonstrates good written and verbal communication skills. Able to present information to various audiences

Effectively resolves problems and roadblocks as they occur

Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization

Ability to work with large data sets from multiple data sources


Bachelor's degree or equivalent work experience in Mathematics, Statistics, Computer Science, Business Analytics, Economics, Physics, Engineering, or related discipline.

Master's degree preferred


Bring your heart to CVS Health Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver. Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable. We strive to promote and sustain a culture of diversity, inclusion and belonging every day. CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities.",3.1,"CVS Health
3.1",Texas,10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
