,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
10,Data Analyst,Employer Provided Salary:$79K - $96K,"We are looking for a passionate certified Data Analyst. The successful candidate will turn data into information, information into insight and insight into business decisions. Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will monitor performance and quality control plans to identify improvements.
Responsibilities
Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets",-1,KesarWeb,"Fresno, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
11,Temporary - Analytics Data Analyst,$62K - $86K (Glassdoor est.),"The purpose of this role is to support IEEE’s growing need for user activity data gathering, reporting and analysis. A critical part of this role involves expanding current web analytics measurement, tracking, and reporting activities to include user-centric data such as site interaction patterns, behavioral data, and user engagement. The ideal candidate must have deep, hands-on experience with enterprise-class web analytics systems like Adobe Analytics, Google Analytics, Salesforce, etc., and BI reporting solutions like Tableau, Domo, etc. along with advanced-level proficiency in Microsoft Excel and PowerPoint. This is an individual contributor role with no people management responsibility. This position makes recommendations on practices and procedure to foster continuous improvements and innovation in the web analytics capabilities and processes.
KEY RESPONSIBILITIES:
SPECIFIC DUTIES INCLUDE BUT NOT LIMITED TO:
1. Track, compile, measure, and produce reports on a variety of website user activity metrics required to support IEEE business objectives and requests from external and internal stakeholders.",4.0,"IEEE Corporate
4.0","Piscataway, NJ",1001 to 5000 Employees,1963,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$100 to $500 million (USD)
12,Data Analyst,Employer Provided Salary:$45K - $81K,"Flexible Work Eligible: None
DISCOVER your opportunity

As part of the Enterprise Operations Organization that provides support to XL's Underwriting businesses, Programs is an Operations Unit which supports Underwriting operations focusing on the operational aspects of the business for both the XL Underwriters and external Program Administrators. This position supports the North America Programs Underwriting Business.

The Data Analyst is part of the Middle Office Regulatory Operation Unit and works closely with external TPAs (Third Party Adminstrators) and PAs (Programs Administrators) in the mass transfer of claim and premium electronic data into the AXA XL applications (WINS/XLGC). This includes reviewing the monthly data transmissions and working with the production source to eliminate discrepancies of the electronic data feed. Coordinating the monthly electronic processing to ensure receipt of data, successful posting of financial and statistical records within WINS and error correction/reconciliation process. Also includes supporting various business units to ensure that all necessary reporting needs are met and all AXA XL interfaced downstream systems maintain high data quality.",3.9,"XL Catlin
3.9","Exton, PA",5001 to 10000 Employees,1986,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD)
13,Data Analyst,$67K - $101K (Glassdoor est.),"JOB RESPONSIBILITIES

The Data Analyst transforms data into insights that drive business value. This position blends hard skills like programming, data modeling and statistics with soft skills like communication, analytical thinking and problem-solving.Through use of data analytics, data visualization and data modeling techniques and technologies, the Data Analyst will identify trends that can help other departments, managers and executives make business decisions to modernize and improve processes in the organization as well as help us tell stories through the results of our many marketing campaigns.

The Data Analyst role is increasingly important as our company moves to capitalize on the volumes of data we collect. The Data Analyst will be responsible for discovering trends across marketing campaigns and identify where improvements can be made to save the client money or increase profits. This will be done by mining complex data using BI software and tools, comparing data to competitors and industry trends and creating visualizations that communicate findings to others in our company or the clients. Job responsibilities include:

Oversee the deployment of data to the data warehouse.
Develop policies and procedures for the collection and analysis of data.
Create or discover new data procurement and processing programs.
Work with IT representatives to deploy software and hardware upgrades that make it possible to leverage big data use cases.
Review and validate influencer marketing and social media data as it’s collected.
Monitor analytics and metrics results.
Implement new data analysis methodologies.
Review client files to ensure integrity of data collection and utilization.
Perform data profiling to identify and understand anomalies.
Create and present reports on data trends as requested.
Further establish benchmarks for industry and client programs.
Live into the values of McKinney

REQUIREMENTS

Adaptability - Adapts to changes in the work environment; manages competing demands; changes approach or method to best fit the situation; able to deal with frequent change, delays, or unexpected events.
Analytical - Uses data and logic to form conclusions and make decisions that improve outcomes positively in alignment with campaign goals
Attendance/Punctuality - Ensures work responsibilities are covered when absent; arrives at meetings and appointments on time.
Dependability - Follows instructions and responds to management direction; takes responsibility for own actions; keeps commitments; commits to long hours of work when necessary to reach goals; completes tasks on time or notifies appropriate people with an alternate plan.
Ethics - Treats people with respect; keeps commitments; inspires the trust of others; works with integrity and ethically; upholds organizational values.
Judgment - Displays willingness to make decisions; exhibits sound and accurate judgment; supports and explains reasoning for decisions; includes appropriate people in decision-making process; makes timely decisions.
Motivation - Sets and achieves challenging goals; demonstrates persistence and overcomes obstacles; measures self against standard of excellence; takes calculated risks to accomplish goals.
Oral Communication - Speaks clearly and persuasively in positive or negative situations; listens and gets clarification; responds well to questions; demonstrates group presentation skills; participates in meetings both internally and externally to clients.
Organizational Support - Follows policies and procedures; completes administrative tasks correctly and on time; supports organization's goals and values; supports affirmative action and respects diversity.
Planning/Organizing - Prioritizes and plans work activities; uses time efficiently; plans for additional resources; sets goals and objectives; organizes or schedules other people and their tasks; develops realistic action plans.
Professionalism - Approaches others in a tactful manner; reacts well under pressure; treats others with respect and consideration regardless of their status or position; accepts responsibility for own actions; follows through on commitments.
Project Management - Develops project plans and completes work in a timely manner. Strives to increase productivity; works quickly.
Self Starter - Strong desire and enthusiasm to learn and come up with solutions to problems without explicit direction.
Teamwork - Balances team and individual responsibilities; gives and welcomes feedback; able to build morale and group commitments to goals and objectives.
Quality Management - Demonstrates accuracy and thoroughness; looks for ways to improve and promote quality; applies feedback to improve performance; monitors own work to ensure quality.
Written Communication - Writes clearly and informatively; edits work for spelling and grammar; varies writing style to meet needs; presents numerical data effectively; able to read and interpret written information.

TECHNICAL SKILLS, EXPERIENCE, KNOWLEDGE AND COMPETENCIES REQUIRED::
Mastery of Google Sheets and other capabilities within the Google Suite (Slides, Docs and Gmail)
Advanced Microsoft Excel Proficiency (Vlookup, Sumif, etc)
Basic SQL skills
Basic data modeling proficiency (Basic Joins, best practices)
Statistical knowledge
Basic stats required
Experimental knowledge (basic)
A deep interest in data/analytics
Comfortable and excited in working in ambiguity.
Ability to learn and explore new and unfamiliar tools proactively.
Attention to detail and a strong eye for quality assurance
Excellent time management skills and ability to prioritize multiple competing projects
Proven organizational skills
Critical thinking skills; both strategic and analytical

BONUS POINTS

Data Visualization experience (Google Data Studio/Tableau/ Looker, etc)
Basic HTML/Javascript
Git/Source Control
Python analytics stack (Python, numpy, pandas, Jupyter notebooks)
Bigquery/Google cloud analytics experience
Google Analytics experience
Familiarity of social media and influencer marketing
Cativ8 experience
Google Tag Manager/Publisher tracking implementation
AirFlow or similar data pipelining tools

DIRECT REPORT

This position does not have any direct reporting responsibilities.

TRAVEL

This position may require travel for client meetings.",3.9,"McKinney
3.9","New York, NY",51 to 200 Employees,1969,Subsidiary or Business Segment,Advertising & Public Relations,Media & Communication,$25 to $100 million (USD)
14,ETL Data Analyst,Employer Provided Salary:$60.00 Per Hour,"This is a full-time W2 opportunity with Amazee Global Ventures, Inc. We welcome all qualified applicants to apply.
This is not a C2C requirement.
Job Title: ETL Data Analyst
Location: Charlotte, NC (Research Drive), Minneapolis, MN OR Chandler, AZ
Duration: 12 Months
Pay Rate: $60/hr on Amazee Global Ventures, Inc. W2.
Required Skills :",5.0,"Amazee Global Ventures Inc
5.0","Minneapolis, MN",1 to 50 Employees,2019,Company - Public,-1,-1,Less than $1 million (USD)
15,Data Analyst Associate,Employer Provided Salary:$30.00 Per Hour,"ONLY US AND GC CANDIDATE
Job Title: Data Analyst Associate
Location: McLean, VA
Duration: 12 months assignment
Remote/Hybrid: Hybrid (3 days / week)
Qualifications:
· Ability to compile data from multiple sources into a consolidated template.
· Proficiency in Microsoft Excel Knowledge of Mortgage industry terminology.",5.0,"DAtec Solutions
5.0","McLean, VA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
16,Data Analyst,Employer Provided Salary:$75K - $110K,"Who We Are:
Take-Two Interactive Software, Inc. is a leading developer, publisher, and marketer of interactive entertainment for consumers around the globe. For more than 25 years, our development teams have created some of the most critically acclaimed and commercially successful entertainment experiences, captivating and engaging audiences around the world. We are incredibly proud of our ability to deliver consistently the highest-quality titles, as well as our colleagues who help to create our unique culture and work environment that is inclusive, diverse, and dynamic.
While our offices are casual and inviting, we are deeply committed to our core tenets of creativity, innovation and efficiency, and individual and team development opportunities. Our industry and business are continually evolving and fast-paced, providing numerous opportunities to learn and hone your skills. We work hard, but we also like to have fun, and believe that we provide a great place to come to work each day to pursue your passions.",3.7,"Take-Two Interactive Software, Inc.
3.7","New York, NY",1001 to 5000 Employees,1993,Company - Public,Video Game Publishing,Media & Communication,$1 to $5 billion (USD)
17,E-Commerce Data Analyst,Employer Provided Salary:$30.00 - $35.00 Per Hour,"Ecommerce Data Analyst
6 months contract
Austin, TX (Hybrid)
The ideal candidate will possess the following qualifications:
Skills: Excel, Box, Quip, Web Crawling, Data Extraction, Data Management, APIs, project management, eCommerce project management, international ecommerce, telco ecommerce
Additional details: • Large-scale data entry
Required Skills:",4.3,"CT Solutions
4.3","Austin, TX",51 to 200 Employees,-1,Company - Private,Beauty & Wellness,Personal Consumer Services,Less than $1 million (USD)
18,Segment Data Analyst,$55K - $79K (Glassdoor est.),"Description
Summary:
The Segment Data Office Analyst partners with our Chief Data & Architecture Office and acts as the execution arm of data governance and management within a business segment. This position is responsible for supporting the identification and management of critical data elements, including the associated data quality, metadata, lineage, and reference data, ensuring the data produced by the segment is fit for purpose for both regulatory and management reporting, supporting the prioritization of data and analytics-related issues and needs, and supporting the data literacy within a business segment.
Duties and Responsibilities:

Yes
Hybrid",3.7,"Huntington Bank
3.7","Columbus, OH",10000+ Employees,1866,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
19,Data Analyst I,Employer Provided Salary:$24.75 - $28.50 Per Hour,"Position Title: Data Analyst I
Department: Grant Writing
Reports To: Director
POSITION SUMMARY
Under the general supervision of Evaluation and Data Supervisor, collects, evaluates, manages, and prepares data to support activities of agency under the ODHRTA program. Prepares statistical and narrative reports, designs & conducts surveys, conducts focus groups, and completion of external surveys.
SALARY RANGE:",3.2,"Tarzana Treatment Center
3.2","Woodland Hills, CA",Unknown,1971,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
20,Data Analyst,Employer Provided Salary:$30.00 - $35.00 Per Hour,"We are currently seeking a Data Analyst to support the Customer Service Division (CSD) across 5 functional areas including the Call Center, Billing, Revenue, Logistics, and Field Services.
Job Responsibilities:
Provide ad-hoc reports
Develop reporting cadence and provide performance reports at the individual and team level for all operating areas
Collect data and examine it to spot trends and glean information that can be used to make business decisions
Demonstrate ability to be a trusted & respected business partner to all levels in the organization, and the ability to translate data into clear, actionable next steps for internal teams",4.5,"GenTech Associates
4.5","Richmond, VA",51 to 200 Employees,2005,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
21,Data Analyst 2,Employer Provided Salary:$25.67 - $39.56 Per Hour,"Payroll Title:
RSCH DATA ANL 2
Department:
RADIOLOGY
Hiring Pay Scale
$25.67 - $39.56 / Hour
Worksite:
East Campus
Appointment Type:
Career
Appointment Percent:
100%
Union:
Uncovered
1
Days, 8 hrs/day, Monday-Friday",3.8,"UC San Diego Health
3.8","San Diego, CA",10000+ Employees,1966,Hospital,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
22,Data Analyst Apprenticeship,Employer Provided Salary:$25.00 Per Hour,"Position Summary
The Data Analyst Apprenticeship is an earn-and-learn opportunity within an organization geared toward building upon the foundations of a career as a Data Analyst. While working and learning in this 12-month apprenticeship, you will spend four days per week in on-the-job training, and one day per week completing OpenClassrooms’ online data analyst training path - all while earning an income! At the completion of your apprenticeship, you will receive a U.S. Department of Labor Certificate of Completion of a Registered Apprenticeship Program.
The program is open to applicants from all walks of life. For example, you might be:
A recent high-school graduate looking to start a new career
Or a recent college graduate looking to gain professional experience to improve your tech and digital skills",3.8,"OpenClassrooms
3.8","Albany, NY",201 to 500 Employees,2013,School / School District,Education & Training Services,Education,Unknown / Non-Applicable
23,eCommerce Data Analyst,$66K - $97K (Glassdoor est.),"Job Type:Contract
Posted 3 days ago

Expiry Date: 11 September 2023
Referral: 230295@accuick.com
Notes: Hybrid Role
Job Description:
Collect, structure, and manage product content and data for eCommerce and web data collection projects.",3.7,"ASK Consulting
3.7","Austin, TX",501 to 1000 Employees,1995,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD)
24,Academic Data Analyst,Employer Provided Salary:$77K - $94K,"Position Summary:
The Gallatin School of Individualized Study at NYU is searching for an Academic Data Analyst to perform academic data analysis and customized reporting for the School to track both BA and MA students’ progress to the degree, and manage longitudinal reporting on student success. Collaborate with assistant deans, directors, and class advisers to develop appropriate reports and establish timelines for reporting, and assist with intervention strategies. From admission to course registration to milestones and through to degree completion, the incumbent uses exploratory tools and analyses to identify students requiring intervention in order to stay on track to a timely graduation. Partner with BA class advisers and the MA program director to identify and resolve student-record issues discovered through data analysis and reporting. This position reports to the Assistant Dean for Academic Policy Administration and Institutional Research.
Qualifications:
Required Education:
Bachelor's Degree


3+ years relevant professional experience or an equivalent combination. Must include experience with data collection and analysis. Candidates must be proficient with database and spreadsheet software.


2+ years Experience managing, analyzing and reporting on academic data (from enrollment data to degree requirements) and NYU systems (UDW+, student information system, NYUConnect).


Ability to creatively and logically to solve problems and multi-task effectively. Excellent written and verbal communication skills. Ability to interact with all levels of personnel and diverse populations. Exceptional attention to detail and accuracy. Demonstrated data management skills and related reporting capabilities; and strong analytical skills. Proficiency with computers, Microsoft Office, and student information systems; Strong organizational skills with the ability to simultaneously manage multiple projects in a fast-paced environment while consistently meeting deadlines.


Familiarity with visualization of data (Tableau), Salesforce, and ability to learn query writing on NYU systems.
Additional Information:",4.3,"New York University
4.3","New York, NY",10000+ Employees,1831,College / University,Colleges & Universities,Education,$5 to $10 billion (USD)
25,Jr Data Analyst,$53K - $74K (Glassdoor est.),"Job Description :
The Jr. Data Analyst will be engaged in coordinating and delivering the following services:
Create and maintain metrics and reports to monitor the business and provide insight, Identify and drive opportunities to continuously improve within all applications.
Remedy system issues and prioritise system enhancements and detect fixes.
Experience : 1 – 2 Years
Mandatory Skills And Qualifications :
Master’s Degree in Computer Science or any relevant field
1 -2 years of experience in working with data and conducting statistical and/or numerical analysis",3.9,"Veracity Software
3.9","Iselin, NJ",51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
26,Data Analyst,Employer Provided Salary:$70K - $120K,"Title : Data Analyst / Data Engineer
Location : Remote (Houston, TX - Atlanta, GA - Jersey city, NJ - Bay area CA - Tampa, FL.)
Duration : Full Time / Contract (18+ months).
Exp. Req. : 2+/ 6+ / 8+ yrs. ( Entry Level & Mid-level positions)
Interview : Telephonic / Skype
Roles & Responsibilities :
2-8+ years' experience Data Analysis & Modelling.
Working knowledge of the Google Cloud Storage and Google Big Query.",-1,AKT Corp,Remote,-1,-1,-1,-1,-1,-1
27,SFDC Data Analyst,$58K - $82K (Glassdoor est.),"Convera has embarked on a major business transformation journey to reimagine the customer experience in Financial Services and Salesforce will play a critical role in building the new Business Enablement Platform across global business functions. As a Salesforce Data Analyst on the Product & Technology (P&T) team, you will be responsible for building and maintaining a data dictionary for SFDC. In this role, the candidate is responsible for working with stakeholders to identify business requirements and data categorization. To perform this job successfully, the individual must be able to perform each essential duty satisfactorily and possess strong verbal and written communication skills.

You will be responsible for:
Participates in requirements gathering and design workshops to understand applications functionality and support requirements of the go to market organization
Work with the focus BU’s to provide data to help drive sales


About Convera
Convera is the largest non-bank B2B cross-border payments company in the world. Formerly Western Union Business Solutions, we leverage decades of industry expertise and technology-led payment solutions to deliver smarter money movements to our customers – helping them capture more value with every transaction. Convera serves more than 30,000 customers ranging from small business owners to enterprise treasurers to educational institutions to financial institutions to law firms to NGOs.
Our teams care deeply about the value we bring to our customers which makes Convera a rewarding place to work. This is an exciting time for our organization as we build our team with growth-minded, results-oriented people who are looking to move fast in an innovative environment.
As a truly global company with employees in over 20 countries, we are passionate about diversity; we seek and celebrate people from different backgrounds, lifestyles, and unique points of view. We want to work with the best people and ensure we foster a culture of inclusion and belonging.
We offer an abundance of competitive perks and benefits including:
There are plenty of amazing opportunities at Convera for talented, creative problem solvers who never settle for good enough and are looking to transform Business to Business payments. Apply now if you’re ready to unleash your potential.
#LI-MG1",2.7,"Convera
2.7","Omaha, NE",1001 to 5000 Employees,-1,Company - Public,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable
28,Data Analyst,Employer Provided Salary:$75K - $90K,"Job Summary:

The Data Analyst team at SmarterTravel works on all aspects of our business, from optimizing the user experience on our sites to monetization to growing the reach of our marketing. We work with SQL, Python, Excel, R, and more and are looking for people who have demonstrated the ability to learn skills quickly. We want analytical thinkers interested in scaling our business and leveraging data to give our users the best experience. A great Data Analyst will be able to identify a need, plan out a data-driven process to meet that need, and successfully execute the plan. Analysts are additionally responsible for identifying, tracking, and reporting key metrics for existing systems.

Job Duties:
Analyze, track, and communicate performance of initiatives.",3.8,"SmarterTravel
3.8","Cambridge, MA",51 to 200 Employees,1998,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable
29,Junior Data Science Analyst,$69K - $95K (Glassdoor est.),"Elo is an industry leader in enterprise solutions, with a focus on Android computing, Android SDKs and Cloud Management Software. Our technology is used by leading big box retailers, healthcare, restaurants, and within the manufacturing industry. Elo products are installed every 21 seconds around the globe! We obsess over details to exceed the highest quality standards. We don’t just sell things. We offer solutions to tomorrow’s challenges.
What You Will Do:
Support sales, operations, and financial reporting dashboards to provide insights into revenue, margin, financial performance, product analytics, sales funnel, rebates necessary.
Analyzes data to support dashboards, metrics, or insights and identify trends or anomalies.
Consults with users or decision makers to identify data sources, required data elements, or data validation standards.",3.7,"EloTouch
3.7","Richardson, TX",501 to 1000 Employees,1971,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD)
30,Staff Business Systems Data Analyst,$107K - $143K (Glassdoor est.),"At Realtor.com®, we have among the most comprehensive and accurate coverage of real estate listings and the most engaged users across all the online real estate portals. Our mission is to make buying, selling, renting, and living in homes easier and more rewarding for everyone.
Building your career? Build it better at Realtor.com®. Join us and help change the world of real estate, one home at a time.
The Business Systems Data Analyst is responsible for planning, developing, delivering, and maintaining various reporting needs for CRM, ERP, and other enterprise systems. This will be a hands-on technical role with proven experience and knowledge of databases, emphasizing reporting and data analytics through the entire project lifecycle. The Reports Developer will help identify and participate in reporting platform implementation across enterprise systems.
What you'll do:",3.7,"Realtor.com Careers
3.7","Santa Clara, CA",1001 to 5000 Employees,1993,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
31,Jr Data Analyst,$51K - $71K (Glassdoor est.),"Recall Masters is the leading provider of automotive recall information, services, and vehicle owner communications dedicated to helping automakers and their franchise dealers expedite the repair of recalled vehicles and make the roadways safer for everyone. We have partnered with 17 of the top 25 National Dealer Groups, including all the Publics. Recall Masters is looking for a highly organized and results-oriented individual to work as a Performance Manager. The ideal candidate works well with multiple teams within a fast-paced organization and possesses the ability to navigate through various client contacts. In addition to a great compensation plan including benefits, RM offers a collaborative and fun culture where talent thrives and career growth is nearly unlimited.
If you're looking to start your career as a data analyst, this junior position is an excellent opportunity to gain hands-on experience and develop your analytical skills. You will work closely with senior data analysts and the production team to collect, organize, and analyze data to support business operations. This is an in-person position at our office in Laguna Hills, CA.



Job Requirements:",3.6,"Recall Masters
3.6","Laguna Hills, CA",1 to 50 Employees,2015,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD)
